-1,4	-0,3
-0,944	-0,788
-0,6224	0,4152
-0,75104	-0,06608
-0,544358	-0,350637
-0,782257	0,240255
-0,690617	-0,130309
-0,472745	-0,375282
-0,810902	0,250113
-0,716331	-0,134275
-0,713468	0,15371
-0,60372	-0,168567
-0,758512	0,167427
-0,696595	0,0330292
-0,721362	0,0867883
-0,58295	-0,222586
-0,76682	0,189034
-0,658397	-0,163062
-0,736641	0,165225
-0,625937	-0,169086
-0,749625	0,167634
-0,636769	-0,172448
-0,414965	-0,385768
-0,161066	-0,45917
-0,935573	0,283668
-0,625771	-0,0134672
-0,470199	-0,260543
-0,81192	0,204217
-0,675232	0,0183131
-0,520501	-0,256175
-0,791799	0,20247
-0,682756	-0,162843
-0,726898	0,165137
-0,709241	0,0339452
-0,552601	-0,257898
-0,77896	0,203159
-0,673273	-0,157183
-0,730691	0,162873
-0,620474	-0,168493
-0,404163	-0,376244
-0,156666	-0,447611
0,0599779	-0,402851
-1,02399	0,26114
-0,882689	-0,21113
-0,586392	-0,513534
-0,765443	0,305414
-0,703902	-0,0740628
-0,718439	0,129625
-0,712624	0,0481499
-0,560855	-0,248456
-0,326867	-0,413168
-0,869253	0,265267
-0,766739	-0,146098
-0,524283	-0,41773
-0,790287	0,267092
-0,683885	-0,00683685
-0,726446	0,102735
-0,709422	0,0589061
-0,562723	-0,239
-0,774911	0,1956
-0,667172	-0,161308
-0,733131	0,164523
-0,706748	0,0341907
-0,550804	-0,256714
-0,315926	-0,415424
-0,0739337	-0,442093
0,120648	-0,365564
0,237918	-0,22957
-1,09517	0,191828
-0,561933	0,0232688
-0,436377	-0,207089
-0,825449	0,182836
-0,66982	0,0268658
-0,51981	-0,24751
-0,296051	-0,396032
-0,0665864	-0,419405
-0,973365	0,267762
-0,846862	-0,185847
-0,569277	-0,479989
-0,240655	-0,592502
0,0541033	-0,546564
-1,02164	0,318625
-0,903898	-0,166501
-0,620362	-0,4881
-0,276235	-0,619101
0,0377017	-0,58101
-1,01508	0,332404
-0,904423	-0,153405
-0,625999	-0,478357
-0,7496	0,291343
-0,70016	-0,0165371
-0,719936	0,106615
-0,589797	-0,206947
-0,764081	0,182779
-0,653813	-0,166721
-0,738475	0,166688
-0,70461	0,0333247
-0,548834	-0,256517
-0,314507	-0,414487
-0,0732304	-0,440812
0,12067	-0,36431
-1,04827	0,245724
-0,580693	0,00171046
-0,767723	0,0993158
-0,623196	-0,231609
-0,750722	0,192644
-0,647606	-0,15388
-0,430629	-0,375991
-0,827749	0,250396
-0,668901	-0,00015853
-0,73244	0,100063
-0,707024	0,0599746
-0,561328	-0,237229
-0,331718	-0,404825
-0,867313	0,26193
-0,653075	-0,00477204
-0,73877	0,101909
-0,704492	0,0592365
-0,559108	-0,236777
-0,776357	0,194711
-0,667915	-0,162562
-0,442591	-0,390714
-0,180084	-0,473979
-0,927967	0,289591
-0,628813	-0,0158366
-0,471564	-0,263561
-0,811375	0,205424
-0,67545	0,0178302
-0,72982	0,0928679
-0,59181	-0,221348
-0,361236	-0,404949
-0,11256	-0,452256
0,0953566	-0,388738
0,227966	-0,257299
0,276174	-0,10436
0,251636	0,0311557
-1,10065	0,0875377
-0,871513	-0,373733
-0,651395	0,249493
-0,594857	-0,0709431
-0,423714	-0,29186
-0,205279	-0,391299
-0,917888	0,25652
-0,800203	-0,1722
-0,679919	0,16888
-0,728032	0,0324479
-0,708787	0,0870208
-0,716485	0,0651917
-0,713406	0,0739233
-0,571758	-0,229181
-0,342864	-0,40288
-0,0994242	-0,443335
0,101771	-0,376704
-1,04071	0,250682
-0,891211	-0,225765
-0,643516	0,190306
-0,742594	0,0238775
-0,573922	-0,278891
-0,324625	-0,441526
-0,87015	0,27661
-0,771958	-0,137836
-0,531554	-0,413539
-0,787378	0,265416
-0,704574	-0,113236
-0,71817	0,145294
-0,603927	-0,176845
-0,388247	-0,375973
-0,144679	-0,441038
-0,942129	0,276415
-0,623149	-0,0105661
-0,469366	-0,25729
-0,253803	-0,383287
-0,0395753	-0,392819
0,12705	-0,314373
-1,05082	0,225749
-0,888923	-0,248759
-0,576078	-0,544626
-0,769569	0,31785
-0,692172	-0,0271401
-0,515195	-0,297495
-0,27255	-0,432175
-0,89098	0,27287
-0,643608	-0,00914793
-0,742557	0,103659
-0,605807	-0,218242
-0,757677	0,187297
-0,650753	-0,160725
-0,430282	-0,382453
-0,827887	0,252981
-0,668845	-0,00119243
-0,732462	0,100477
-0,707015	0,0598092
-0,561255	-0,237351
-0,775498	0,19494
-0,667355	-0,162044
-0,442372	-0,390096
-0,823051	0,256038
-0,727934	-0,134631
-0,708826	0,153853
-0,716469	0,038459
-0,5599	-0,257359
-0,77604	0,202944
-0,670968	-0,156179
-0,447464	-0,387083
-0,185239	-0,473169
-0,925904	0,289267
-0,819394	-0,150518
-0,672242	0,160207
-0,574987	-0,147139
-0,770005	0,158856
-0,648746	-0,187272
-0,740502	0,174909
-0,632745	-0,16327
-0,415578	-0,377183
-0,833769	0,250873
-0,734014	-0,142844
-0,500713	-0,402167
-0,799715	0,260867
-0,680114	-0,00434669
-0,515148	-0,275349
-0,793941	0,21014
-0,687451	-0,15787
-0,72502	0,163148
-0,616274	-0,166015
-0,75349	0,166406
-0,698604	0,0334375
-0,720558	0,086625
-0,582274	-0,222388
-0,353573	-0,401925
-0,858571	0,26077
-0,656572	-0,00430799
-0,497271	-0,265903
-0,801091	0,206361
-0,679563	0,0174556
-0,52345	-0,258559
-0,79062	0,203424
-0,682241	-0,161646
-0,453844	-0,395747
-0,818462	0,258299
-0,725351	-0,131078
-0,70986	0,152431
-0,600466	-0,168096
-0,759814	0,167238
-0,644354	-0,176824
-0,418979	-0,392128
-0,161573	-0,465609
-0,935371	0,286244
-0,825379	-0,156603
-0,669848	0,162641
-0,574141	-0,144332
-0,770344	0,157733
-0,648554	-0,18826
-0,740578	0,175304
-0,703769	0,0298783
-0,718493	0,0880487
-0,581274	-0,22048
-0,353576	-0,400074
-0,85857	0,26003
-0,656572	-0,00401189
-0,49739	-0,265678
-0,271745	-0,400871
-0,891302	0,260348
-0,781529	-0,158656
-0,687388	0,163462
-0,5878	-0,150724
-0,386439	-0,34967
-0,845425	0,239868
-0,66183	0,00405275
-0,735268	0,0983789
-0,598155	-0,219339
-0,366862	-0,40596
-0,853255	0,262384
-0,658698	-0,00495358
-0,736521	0,101981
-0,705392	0,0592074
-0,717843	0,076317
-0,712863	0,0694732
-0,714855	0,0722107
-0,572174	-0,231062
-0,77113	0,192425
-0,691548	0,0230301
-0,723381	0,090788
-0,586085	-0,220353
-0,357283	-0,401903
-0,110774	-0,448359
-0,95569	0,279344
-0,617724	-0,0117375
-0,464775	-0,25601
-0,81409	0,202404
-0,674364	0,0190384
-0,730254	0,0923846
-0,591947	-0,221889
-0,361124	-0,405415
-0,85555	0,262166
-0,65778	-0,00486638
-0,736888	0,101947
-0,705245	0,0592214
-0,717902	0,0763114
-0,712839	0,0694754
-0,714864	0,0722098
-0,714054	0,0711161
-0,571128	-0,231573
-0,341428	-0,404447
-0,863429	0,261779
-0,760918	-0,14642
-0,519729	-0,415646
-0,228736	-0,523783
0,0356738	-0,489569
0,22294	-0,357803
0,312555	-0,182754
-1,12502	0,173102
-0,549991	0,0307593
-0,780004	0,0876963
-0,627881	-0,245352
-0,748848	0,198141
-0,700461	0,0207436
-0,719816	0,0917025
-0,583741	-0,218232
-0,35635	-0,399353
-0,111085	-0,446048
0,0939947	-0,383431
0,224808	-0,253809
-1,08992	0,201524
-0,908951	-0,282811
-0,577678	-0,578517
-0,768929	0,331407
-0,716948	-0,0557023
-0,713221	0,122281
-0,714712	0,0510876
-0,714115	0,0795649
-0,574554	-0,225177
-0,34659	-0,400956
-0,103026	-0,443362
-0,95879	0,277345
-0,616484	-0,010938
-0,464153	-0,254907
-0,814339	0,201963
-0,699683	-0,172244
-0,462861	-0,410778
-0,187463	-0,497336
-0,925015	0,298934
-0,822585	-0,142816
-0,568038	-0,437574
-0,25668	-0,559772
-0,897328	0,323909
-0,811533	-0,112761
-0,675387	0,145104
-0,729845	0,0419583
-0,708062	0,0832167
-0,716775	0,0667133
-0,71329	0,0733147
-0,571426	-0,229597
-0,342445	-0,403064
-0,863022	0,261226
-0,760387	-0,146677
-0,519223	-0,41563
-0,228358	-0,523568
0,0358752	-0,489255
-1,01435	0,295702
-0,59426	-0,0182807
-0,444325	-0,251597
-0,82227	0,200639
-0,671092	0,0197444
-0,517928	-0,253431
-0,792829	0,201372
-0,683099	-0,164089
-0,45352	-0,397947
-0,185496	-0,483848
0,0525618	-0,441923
-1,02102	0,276769
-0,886686	-0,198065
-0,645325	0,179226
-0,562138	-0,121918
-0,378457	-0,317513
-0,848617	0,227005
-0,735751	-0,166923
-0,7057	0,166769
-0,603039	-0,155535
-0,396096	-0,359423
-0,157264	-0,431599
0,0531193	-0,390921
-1,02125	0,256368
-0,878696	-0,213659
-0,582345	-0,513859
-0,237039	-0,623471
-0,905185	0,349388
-0,637926	-0,0397554
-0,74483	0,115902
-0,612431	-0,209846
-0,381509	-0,404456
-0,128165	-0,45999
-0,948734	0,283996
-0,620506	-0,0135984
-0,751797	0,105439
-0,699281	0,0578243
-0,720288	0,0768703
-0,578167	-0,229694
-0,347529	-0,405834
-0,101789	-0,447445
-0,959285	0,278978
-0,616286	-0,0115913
-0,463741	-0,255324
-0,814504	0,20213
-0,699875	-0,172183
-0,463031	-0,410809
-0,814787	0,264324
-0,674085	-0,00572942
-0,730366	0,102292
-0,595995	-0,214405
-0,761602	0,185762
-0,695359	0,0256953
-0,538751	-0,258615
-0,306005	-0,412048
-0,877598	0,264819
-0,772902	-0,149777
-0,527495	-0,422991
-0,2317	-0,532471
-0,90732	0,312989
-0,814759	-0,125057
-0,674097	0,150023
-0,730361	0,0399909
-0,571071	-0,261751
-0,329313	-0,42736
-0,0793344	-0,456519
0,122313	-0,378688
0,244433	-0,238877
0,28132	-0,0837736
-1,11253	0,133509
-0,898925	-0,343544
-0,64043	0,237418
-0,743828	0,00503295
-0,567322	-0,293706
-0,773071	0,217482
-0,690772	0,013007
-0,723691	0,0947972
-0,587924	-0,217431
-0,35985	-0,400417
-0,85606	0,260167
-0,657576	-0,00406673
-0,73697	0,101627
-0,600748	-0,217552
-0,369548	-0,405638
-0,852181	0,262255
-0,659128	-0,00490211
-0,736349	0,101961
-0,60041	-0,217049
-0,369492	-0,405121
-0,852203	0,262049
-0,752494	-0,141724
-0,699002	0,15669
-0,593918	-0,160517
-0,762433	0,164207
-0,695027	0,0343173
-0,721989	0,0862731
-0,711204	0,0654908
-0,715518	0,0738037
-0,713793	0,0704785
-0,570674	-0,231953
-0,340931	-0,404554
-0,0972857	-0,443833
-0,961086	0,277533
-0,841438	-0,173509
-0,57009	-0,468442
-0,771964	0,287377
-0,691214	-0,0149507
-0,723514	0,10598
-0,710594	0,0576079
-0,715762	0,0769568
-0,713695	0,0692173
-0,714522	0,0723131
-0,571962	-0,230851
-0,771215	0,19234
-0,691514	0,0230639
-0,534776	-0,259077
-0,302799	-0,410809
-0,0658037	-0,433334
-0,973679	0,273334
-0,610529	-0,00933351
-0,460268	-0,251305
-0,815893	0,200522
-0,673643	0,0197912
-0,519885	-0,254416
-0,792046	0,201766
-0,682661	-0,163476
-0,453432	-0,397306
-0,185686	-0,483326
-0,925726	0,29333
-0,820884	-0,147359
-0,671647	0,158944
-0,731341	0,0364225
-0,570388	-0,264855
-0,771845	0,205942
-0,691262	0,0176231
-0,532408	-0,263111
-0,787037	0,205245
-0,685185	0,0179022
-0,725926	0,0928391
-0,70963	0,0628644
-0,564464	-0,236075
-0,774214	0,19443
-0,690314	0,022228
-0,723874	0,0911088
-0,586588	-0,220307
-0,765365	0,188123
-0,656926	-0,163173
-0,433995	-0,386782
-0,826402	0,254713
-0,729951	-0,136979
-0,70802	0,154792
-0,716792	0,0380833
-0,713283	0,0847667
-0,714687	0,0660933
-0,714125	0,0735627
-0,71435	0,0705749
-0,571136	-0,232103
-0,341222	-0,404853
-0,0973877	-0,444177
0,103656	-0,376529
0,22939	-0,2447
0,272217	-0,0942158
0,244571	0,0372827
